1.000000000000000000e+01,2.550000000000000000e+01
1.000000000000000000e+01,2.680000000000000071e+01
1.000000000000000000e+01,3.039999999999999858e+01
1.000000000000000000e+01,3.080000000000000071e+01
1.000000000000000000e+01,2.839999999999999858e+01
1.000000000000000000e+01,2.619999999999999929e+01
1.000000000000000000e+01,2.630000000000000071e+01
1.000000000000000000e+01,3.110000000000000142e+01
1.000000000000000000e+01,4.070000000000000284e+01
1.000000000000000000e+01,4.310000000000000142e+01
1.000000000000000000e+01,2.610000000000000142e+01
1.000000000000000000e+01,2.819999999999999929e+01
1.000000000000000000e+01,3.539999999999999858e+01
1.000000000000000000e+01,3.770000000000000284e+01
1.000000000000000000e+01,4.470000000000000284e+01
2.000000000000000000e+01,4.139999999999999858e+01
2.000000000000000000e+01,5.160000000000000142e+01
2.000000000000000000e+01,6.239999999999999858e+01
2.000000000000000000e+01,5.970000000000000284e+01
2.000000000000000000e+01,5.210000000000000142e+01
2.000000000000000000e+01,5.810000000000000142e+01
2.000000000000000000e+01,6.289999999999999858e+01
2.000000000000000000e+01,5.760000000000000142e+01
2.000000000000000000e+01,5.260000000000000142e+01
2.000000000000000000e+01,4.889999999999999858e+01
2.000000000000000000e+01,5.560000000000000142e+01
2.000000000000000000e+01,6.039999999999999858e+01
2.000000000000000000e+01,5.339999999999999858e+01
2.000000000000000000e+01,7.029999999999999716e+01
2.000000000000000000e+01,5.220000000000000284e+01
3.000000000000000000e+01,8.659999999999999432e+01
3.000000000000000000e+01,7.090000000000000568e+01
3.000000000000000000e+01,6.250000000000000000e+01
3.000000000000000000e+01,7.570000000000000284e+01
3.000000000000000000e+01,7.450000000000000000e+01
3.000000000000000000e+01,5.829999999999999716e+01
3.000000000000000000e+01,7.720000000000000284e+01
3.000000000000000000e+01,6.229999999999999716e+01
3.000000000000000000e+01,7.600000000000000000e+01
3.000000000000000000e+01,7.509999999999999432e+01
3.000000000000000000e+01,6.790000000000000568e+01
3.000000000000000000e+01,7.070000000000000284e+01
3.000000000000000000e+01,8.090000000000000568e+01
3.000000000000000000e+01,7.429999999999999716e+01
3.000000000000000000e+01,6.620000000000000284e+01
4.000000000000000000e+01,8.600000000000000000e+01
4.000000000000000000e+01,8.559999999999999432e+01
