5.000000000000000000e+00,1.225799999999999955e+03
5.000000000000000000e+00,2.431400000000000091e+03
5.000000000000000000e+00,9.080000000000000000e+02
5.000000000000000000e+00,1.112099999999999909e+03
5.000000000000000000e+00,1.102700000000000045e+03
5.000000000000000000e+00,1.529900000000000091e+03
5.000000000000000000e+00,9.592999999999999545e+02
5.000000000000000000e+00,2.218800000000000182e+03
5.000000000000000000e+00,1.589299999999999955e+03
5.000000000000000000e+00,7.547999999999999545e+02
5.000000000000000000e+00,1.315200000000000045e+03
5.000000000000000000e+00,1.598299999999999955e+03
5.000000000000000000e+00,1.064700000000000045e+03
5.000000000000000000e+00,1.262200000000000045e+03
5.000000000000000000e+00,1.158599999999999909e+03
5.000000000000000000e+00,1.237099999999999909e+03
5.000000000000000000e+00,1.302700000000000045e+03
5.000000000000000000e+00,1.403500000000000000e+03
5.000000000000000000e+00,1.399400000000000091e+03
5.000000000000000000e+00,1.095500000000000000e+03
5.569620253164557333e+00,1.007500000000000000e+03
5.569620253164557333e+00,8.065000000000000000e+02
5.569620253164557333e+00,1.254799999999999955e+03
5.569620253164557333e+00,1.104099999999999909e+03
5.569620253164557333e+00,1.071299999999999955e+03
5.569620253164557333e+00,1.312299999999999955e+03
5.569620253164557333e+00,1.707700000000000045e+03
5.569620253164557333e+00,1.578400000000000091e+03
5.569620253164557333e+00,1.487299999999999955e+03
5.569620253164557333e+00,1.883599999999999909e+03
5.569620253164557333e+00,1.376900000000000091e+03
5.569620253164557333e+00,1.328500000000000000e+03
5.569620253164557333e+00,9.107999999999999545e+02
5.569620253164557333e+00,1.287599999999999909e+03
5.569620253164557333e+00,1.312799999999999955e+03
5.569620253164557333e+00,1.960299999999999955e+03
5.569620253164557333e+00,1.068000000000000000e+03
5.569620253164557333e+00,1.079799999999999955e+03
5.569620253164557333e+00,1.489500000000000000e+03
5.569620253164557333e+00,1.329599999999999909e+03
6.139240506329113778e+00,9.347000000000000455e+02
6.139240506329113778e+00,9.237000000000000455e+02
6.139240506329113778e+00,1.033400000000000091e+03
6.139240506329113778e+00,9.146000000000000227e+02
6.139240506329113778e+00,8.002999999999999545e+02
6.139240506329113778e+00,6.483999999999999773e+02
6.139240506329113778e+00,7.602000000000000455e+02
6.139240506329113778e+00,1.154099999999999909e+03
6.139240506329113778e+00,1.134200000000000045e+03
6.139240506329113778e+00,9.568999999999999773e+02
6.139240506329113778e+00,9.213999999999999773e+02
6.139240506329113778e+00,6.927000000000000455e+02
6.139240506329113778e+00,1.061099999999999909e+03
6.139240506329113778e+00,9.423999999999999773e+02
6.139240506329113778e+00,9.410000000000000000e+02
6.139240506329113778e+00,1.116900000000000091e+03
6.139240506329113778e+00,7.777000000000000455e+02
6.139240506329113778e+00,1.298299999999999955e+03
6.139240506329113778e+00,1.104599999999999909e+03
6.139240506329113778e+00,1.341299999999999955e+03
