1.000000000000000000e+01,2.650000000000000000e+01
1.000000000000000000e+01,2.810000000000000142e+01
1.000000000000000000e+01,3.150000000000000000e+01
1.000000000000000000e+01,2.869999999999999929e+01
1.000000000000000000e+01,4.350000000000000000e+01
1.000000000000000000e+01,3.720000000000000284e+01
1.000000000000000000e+01,4.260000000000000142e+01
1.000000000000000000e+01,3.089999999999999858e+01
1.000000000000000000e+01,4.410000000000000142e+01
1.000000000000000000e+01,2.169999999999999929e+01
1.000000000000000000e+01,2.560000000000000142e+01
1.000000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+01,2.489999999999999858e+01
1.000000000000000000e+01,3.019999999999999929e+01
1.000000000000000000e+01,2.630000000000000071e+01
1.000000000000000000e+01,3.270000000000000284e+01
1.000000000000000000e+01,3.119999999999999929e+01
1.000000000000000000e+01,2.910000000000000142e+01
1.000000000000000000e+01,3.180000000000000071e+01
1.000000000000000000e+01,2.600000000000000000e+01
2.000000000000000000e+01,5.979999999999999716e+01
2.000000000000000000e+01,4.650000000000000000e+01
2.000000000000000000e+01,5.220000000000000284e+01
2.000000000000000000e+01,5.389999999999999858e+01
2.000000000000000000e+01,4.300000000000000000e+01
2.000000000000000000e+01,4.570000000000000284e+01
2.000000000000000000e+01,4.820000000000000284e+01
2.000000000000000000e+01,5.060000000000000142e+01
2.000000000000000000e+01,5.610000000000000142e+01
2.000000000000000000e+01,7.090000000000000568e+01
2.000000000000000000e+01,6.039999999999999858e+01
2.000000000000000000e+01,5.270000000000000284e+01
2.000000000000000000e+01,4.820000000000000284e+01
2.000000000000000000e+01,7.079999999999999716e+01
2.000000000000000000e+01,5.179999999999999716e+01
2.000000000000000000e+01,6.060000000000000142e+01
2.000000000000000000e+01,5.429999999999999716e+01
2.000000000000000000e+01,3.989999999999999858e+01
2.000000000000000000e+01,4.920000000000000284e+01
2.000000000000000000e+01,6.100000000000000000e+01
3.000000000000000000e+01,7.650000000000000000e+01
3.000000000000000000e+01,8.800000000000000000e+01
3.000000000000000000e+01,7.800000000000000000e+01
3.000000000000000000e+01,7.340000000000000568e+01
3.000000000000000000e+01,7.070000000000000284e+01
3.000000000000000000e+01,7.270000000000000284e+01
3.000000000000000000e+01,7.140000000000000568e+01
3.000000000000000000e+01,5.450000000000000000e+01
3.000000000000000000e+01,8.229999999999999716e+01
3.000000000000000000e+01,6.920000000000000284e+01
3.000000000000000000e+01,7.390000000000000568e+01
3.000000000000000000e+01,6.650000000000000000e+01
3.000000000000000000e+01,6.420000000000000284e+01
3.000000000000000000e+01,6.490000000000000568e+01
3.000000000000000000e+01,6.909999999999999432e+01
3.000000000000000000e+01,7.909999999999999432e+01
3.000000000000000000e+01,7.479999999999999716e+01
3.000000000000000000e+01,7.590000000000000568e+01
3.000000000000000000e+01,8.159999999999999432e+01
3.000000000000000000e+01,6.470000000000000284e+01
4.000000000000000000e+01,8.429999999999999716e+01
4.000000000000000000e+01,9.009999999999999432e+01
4.000000000000000000e+01,1.044000000000000057e+02
4.000000000000000000e+01,9.350000000000000000e+01
4.000000000000000000e+01,1.010000000000000000e+02
4.000000000000000000e+01,8.829999999999999716e+01
4.000000000000000000e+01,7.800000000000000000e+01
4.000000000000000000e+01,7.820000000000000284e+01
4.000000000000000000e+01,8.479999999999999716e+01
4.000000000000000000e+01,8.170000000000000284e+01
4.000000000000000000e+01,8.009999999999999432e+01
4.000000000000000000e+01,8.750000000000000000e+01
